,name,Title,comment,rating,ratin,,,,,,,,,,
1632,ompriya-0209217 April 2022,Not Worth the hype but must watch If you are a fan,Kgf chapter 1 was better..not worth the hype...the film roamed on the hype created by kgf1..which was worth watching...first half was ok ok...second half kept me in the edge of the seats..however I didnt like the overall movie as much as kgf chapter 1...........,07-Oct,7,,,,,,,,,,
1633,pintukoushik-8548217 April 2022,Kgf 2,"The best movie I've ever seen. The cinematography, bgm score, action, character.... literally everything in the movie is soo damn awesome. Literally the best movie I've ever seen in my life.",10-Oct,10,,,,,,,,,,
1634,vikramdevasi-1851617 April 2022,THIS MOVIE IS THE BEST TO WATCH..!!.!.!.!.!.!.!.!.!.!.!!.!.!.!.,Best movie ever watched.,10-Oct,10,,,,,,,,,,
1635,vinayakg-5503717 April 2022,Rocking,This Movie Touched My Heart. Amazing Superb One . Just Mind Blowing. Everyone Should Watch This Movie In Theater. It Is Not Just A Movie It Is An Emotion For Me. Malayalathi Paranja Adipwoli Padam.,10-Oct,10,,,,,,,,,,
1636,subhashjhegde17 April 2022,Larger than life experience,"Yash as Rocky 😍....director's way of narrating the story is 😍..... Sanjay Dutt's role 😘... background music😍.. Raveena,Srinidhi played their part very well... infact credit to whole team of KGF.... chapter 1👌 chapter 2👌👌... worth watching second time....full entertainment.",10-Oct,10,,,,,,,,,,
1637,chandanchoudhary-3110817 April 2022,Awesome movie yrr,Paisa vasool comelety awesome movie. Thank you so much to the every member who put there effort in making of this greatest film of all time. This made my day. Really so so so thank you for your efforts and rocky bhai is still awesome like the last one. Congratulations to all the crew.,10-Oct,10,,,,,,,,,,
1638,meenakshidabrall17 April 2022,Mind blowing film ! Do not miss this movie.,A solid film with twists and turns and yes next is KGF -3 ! The narrator of the Gil is par excellence! Use of sound is brilliant in the movie. The movie will is designed and crafted with an amazing story line. A lil over the top at the some situations but Direction is super. An overall incredible movie and a must watch. I created my IMDb account right now to write a review for this one.,10-Oct,10,,,,,,,,,,
1639,ks-7196317 April 2022,Super duper blockbuster,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1640,visheshsingh-4196717 April 2022,Best Indian Movie,"Speechless !!!! The script, Background score, vfx .. everything is just perfect.",10-Oct,10,,,,,,,,,,
1641,prnaidu-6725817 April 2022,End of Nepotism,"I have watched KGF 1, without any expectations and KGF 2 was otherwise. It just connect a common man who has worked hard to become successful and wanting to conquer the world is portrayed as if a common man struggling in his daily life to achieve it. It just connect to the masses so instantly and people just sitting inside theatre making themselves believe that they are living the character.",10-Oct,10,,,,,,,,,,
1642,shaileshsalian-1864717 April 2022,Big Daddy . Khalasnikav. Monster,Epic movie with larger than life scale. Excellent direction. Once in a decade movie. Rocking star Yash and Prashant Neel to rule years to come. Lucky to witness the movie in big screen. Generations to come will remember the legend called KGF.,10-Oct,10,,,,,,,,,,
1643,muhaimint17 April 2022,Such an amazing movie,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1644,adonism-5379217 April 2022,Absolute Genius,This movie has everything in itself.,10-Oct,10,,,,,,,,,,
1645,ahmedbuttsaabab18 April 2022,Conquered cinema,"Awesome, amazing, great, brilliant...... Words can't explain what this film is. Every single minute of this film is awesome. No film other than Chapter 1 can do this and Chapter 3 will also be heir to throne this movie is now sitting.",10-Oct,10,,,,,,,,,,
1646,kumarirekha-9757118 April 2022,Best movie franchise of India,"I have watched KGF CHAPTER 1 in 2019 That time people's were unaware about KGF so everyone ignored but due to clash between kgf and zero (having a lots of bollywood stars in song)..... Kgf resulted as blockbuster and zero become zero in front of it..... But chapter 1 is so perfect and heart touching that if you haved watched KGF CHAPTER 1 without taking any negative aspects it will surely become your feeling And Kgf chapter 2 is out of world if chapter 1 was great... Chapter 2 is greatest.... Loved it You are going to love a monster... Dialogue,bgm, cinematography, story, direction all are just perfect... I can proudly say that kgf is best movie of India.... 100/100 stars from me What so special about kgf?",10-Oct,10,,,,,,,,,,
1647,udeitpokhrel18 April 2022,Best Experience,"Love to watch this movie. Full of love, emotion, drama, action and many more dialogues. The way of presentation is outstanding. Just love to watch movie.",10-Oct,10,,,,,,,,,,
1648,ganeshganesh-4698318 April 2022,The Original incredible,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1649,beheraprakash-0707615 April 2022,The Best Full packed Movie In Indian History.,"No words, Best Movie In India till now. Don't miss the real meaning of A movie. Action, Thriller, suspend, emotion, Little romance, at the end this has a good tory too. Which makes it the ""BEST"".",10-Oct,10,,,,,,,,,,
1650,foramenmagnum-8047818 April 2022,BEST pan Indian movie ever and filled with thrill and twists!😎,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1651,aishaagarwal-5475118 April 2022,MINDBLOWING,"MUST MUST MUST WATCH IT IN THEATRE AND EXPERIENCE SOME GOOSEBUMPS. Mind-blowing acting by the entire KGF team, amazing direction, beautiful music, best cinematography. Entire time my eyes were stuck on the screen, felt like i was in some another world.",10-Oct,10,,,,,,,,,,
1652,vahoraayan18 April 2022,Kgf 2,Op movie Kgf 3 we want. Nice movie all characters some very well.ksnana(snnsnakaksnznnswkwksnznsshxe! S(hmamanKksjdjjdsllsbckdlalzhxkskwksjxidkemsmz cbcejwkslxmmcndnekalxhuuemw x nieowkamekwoskxnndekkslszjxueksnxndiekkwmsnxndlwlakshdjkkkssssaaallalalallalallalajdjeknsnxnxnsns.,10-Oct,10,,,,,,,,,,
1653,pratiktayade-6226518 April 2022,Best movie ever,"This movie is very entertaining full of thriller,action, drama. Dialog writing is very nice. I have to suggest you to watch this movie on theaters.",10-Oct,10,,,,,,,,,,
1654,meett-7631118 April 2022,Great movie .,"The screenplay, cuts and sound effects deserves a standing ovation. There are illogical moments but that don't take away you, because the Director keeps you invested in the 'state of disbelief' and that is the success of this movie. There is hardly any sugarcoating to the criminal angle of Rocky, and it is more of a man with a promise to fulfill. Kudos to the entire cast and crew for a honest 'masala movie....",10-Oct,10,,,,,,,,,,
1655,aktarjabed18 April 2022,A Pure Masterpiece Movie,I Never Watch Like this type of Action Thriller Massi Big entertainer Movie In My Whole Life. This Is The Best Best Best..... movie I Have Ever Seen. KGF Chapter 3 Is An Emotions Now.,10-Oct,10,,,,,,,,,,
1656,suvwsh14 April 2022,Kuch bhi? ..kyu ?,Larger then life character...dream character..means kuch bhi?,02-Oct,2,,,,,,,,,,
1657,vinodhvm18 April 2022,Blockbuster,Need to be watched and experienced in theaters.,10-Oct,10,,,,,,,,,,
1658,karthikkarya18 April 2022,Kgf 2,"Freakkkk!!!!!! Must watch movie. Full marks for yash and others too. Take a bow Prashant Neel, u nailed it in every scenes. Film was really worth watching .plzzz if anyone haven't watched this movie plzz book ur tickets right now.",10-Oct,10,,,,,,,,,,
1659,emitecaps-7015118 April 2022,"You haven't seen Indian action, Drama, crime, thriller movie like this.",Just wow from every aspect.. just watch it if you are open to all genre movies..loved it...... Just watch and enjoy the cinema...........................,10-Oct,10,,,,,,,,,,
1660,parthdevgn18 April 2022,Total dhamakaAAA !!,This movie is going to great history in Hindi version. Every movement of movie frame itself is a master piece. This is what audience was looking for longer time. KGF 2 has fully done justice . Definitely Yash Sir Followers are gone CRAZY along with that all WORLWIDE people. MUST WATCH MOVIE INSTEAD of downloading and watching in OTT.,10-Oct,10,,,,,,,,,,
1661,pitaliyarishabh18 April 2022,Wonderful,"Just wonderful. The music,the dialogues, the plot, the acting, the story - everything is wonderful...",10-Oct,10,,,,,,,,,,
1662,sushanthgowda-8965023 April 2022,KGF,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1663,dsagar-4857718 April 2022,Mega blockbuster,"Amazing and wonderful movie ...Historical Movie of Indian Cinema,,,,Such a movie does not always come,,, The background music, action and cinematography of this movie is very tremendous and absolutely bang.",10-Oct,10,,,,,,,,,,
1664,raunaksuwal18 April 2022,Kgf 2 is🔥🔥🔥,This is one of the greatest Indian movies Its action cinematography music emotion dialogues everything is awesome 🔥🔥🔥 It is gonna break every record of Indian box office. Its the best .,10-Oct,10,,,,,,,,,,
1665,harshithaudhayakumar18 April 2022,One word - fireee !!!!,"This movieee is everything !!! What a sequel to chapter 1 , prashant neel just killed it !! Wt a storyy !!! I had expectations..but i never expected this masterpiece ! This will go down in history as one of the mostt epicc films ! Yash brilliance personified !! Wt a charmer , his acting , looks ,dialogue delivery perfect!!! Srinidhi shetty she looks soo stunning and beautiful in each and every shott and she rightly justifies reena ! What a new talent ! Amazed by her acting ! Sanjay dutt and raveena tandon rightly justify their roles too it was a treat to watch them ! And the entire team of kgf it was a vision !!! 😍😍what a movie !! You guys did great , And took KFI to another level !! I wishh chapter 3 happens 😁❤and would love if the story continues with the same cast ! ❤congratulations to team kgf ! I'm gonna watch this movie more than one hundred times now untill you release another sequel😂❤this is gonna remain my favourite movie forever now !!! ❤cant wait for the sequelss !! Please keep making many chapters will still watch it all😂😂❤❤lots of lovee to the kgf team !! Cheers to much more success !❤❤i've rated it 10 cause there is only so much 😁 ! Its epicc cant justifyy ! Must watch in theatres 🙌🙌it's a proud moment for all the kannadigas 🙌🙌",10-Oct,10,,,,,,,,,,
1666,sunsw18 April 2022,Complete package of entertainment.,Must watch movie of the year.,10-Oct,10,,,,,,,,,,
1667,adiakina18 April 2022,Certainly not worth the hype,"Screenplay, storyline, acting, direction, background score, none of it is up to the expectations. Disjointed narration, jarring background score, dialogues mostly uninspired .",02-Oct,2,,,,,,,,,,
1668,mitunesh-3517728 April 2022,K.G.F 2 WAS FIRE,BEST MOVIE EVER.. ROCKY BHAIIII.. A MOVIE WORTH WATCHING MILLION TIMES.. Definitely recommended.. Wish it hits the number 1 box office.. SOON KGF 2 will.. Salam rocky bhaiiii.,10-Oct,10,,,,,,,,,,
1669,aprashanth-1151218 April 2022,Very Good Movie. We can watch multiple times.,Very Good Movie. We can watch multiple times. No Boring in the movie. Awesome dialog and actions.,10-Oct,10,,,,,,,,,,
1670,kishankidoo18 April 2022,Best out of Best Movie,Violence Violence Violence...!,10-Oct,10,,,,,,,,,,
1671,pgszhn18 April 2022,An easy 10. That's it.,Expect to be blown away.,10-Oct,10,,,,,,,,,,
1672,tanvirahmedrahatofficial18 April 2022,Rocky Bhai is Coming Back With KGF 3,"I gave it 10 stars because the wait was worth it.. but in some point the movie didn't lived up to my expectations , & i totally understand why ! Because this movie is also the second chapter , the real game is yet to be experienced in chapter 3 ... When rocky will rule the world ... The rumors are confirmed officially ... Hope we get to see a glimpse of that later this year.",10-Oct,10,,,,,,,,,,
1673,rajsinght-5953318 April 2022,Love it,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1674,binodsharma-6159718 April 2022,Unbeatable Rocky Bhai..,History's are made with the powerful story and cinematography.. That's what KGF 1&2 had created taking over all the blockbusters.. It will set more unbeatable records kudoss to kannada film industry and Rocking Star Yash for his marvellous showcase.,10-Oct,10,,,,,,,,,,
1675,spseanpaul18 April 2022,Kgf chapter 1 & 2,"This the movie I'm waiting for..fantastic story and screen play..congrats for the whole team,special thanks to yash..May god bless you.we are hope for kgf chapter 3,one of the best movie for all the don character movies in India..",10-Oct,10,,,,,,,,,,
1676,deepum-5874019 April 2022,Unique 😍,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1677,mondalmousumi-8644419 April 2022,Yash❤,"Full paisa wasool movie. Awesome cinematography, music. Yash was superb. Others was also too good.rabina tandon was too good. Sanjay dutt's performance was also mind blowing.i just love this movie. I went to Lake mall in kolkata for watching this movie.",10-Oct,10,,,,,,,,,,
1678,StraightOutOfHeart19 April 2022,A milestone in history of Kannada film industry,First of all if you are a hater of Yash or hater of masala movie genre then I dont know why you are even reading reviews in IMDB for this movie. This movie is definitely not for you.,10-Oct,10,,,,,,,,,,
1679,gangadharanaveen19 April 2022,Master peace purely goosebumps,"Extraordinary screenplay and bgm ,yash performance was peaks . After watched the movie am out of mind. I have watched 3 times.and cant wait watch again.",10-Oct,10,,,,,,,,,,
1680,swaindebashis-9950719 April 2022,Mind-blowing,Awesome It is one of the best movies and a history for indian cinemas.,10-Oct,10,,,,,,,,,,
1681,shomavg19 April 2022,A milestone Kannada movie!!,This is an amazing movie!! Yash is out of this world! His dialogues are just superb!! Watch it in Kannada to get the real feel. Worth every penny. Have to be watched in the theatre only!!,10-Oct,10,,,,,,,,,,
1682,meenaanshu-6045919 April 2022,K G F chapter 2 best movie in the world,KGF Chapter 2 movie India ki sabse Jyada Hamare Karne Wali movie Banegi yah Itihaas rachegi yah movie Hamesha Yad Rahegi. Is movie mein jo Rocky bhai ne dialog bola hai aisa dialog Aaj Tak Kisi bhi Hero Ne Nahin bola Hoga aur Jaisa villain Adhura Hai Aisa to Milan Kisi bhi film Mein Nahin Hai.,10-Oct,10,,,,,,,,,,
1683,vandana-4878619 April 2022,Best Movie of Indian Cinema,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1684,mohitpaharpur19 April 2022,Best movie ever made,World's best movie ever made.hollywood failed. Indian cinema is best. Now world can see what we can do with our films.you can't believe but this is best movie ever made.,10-Oct,10,,,,,,,,,,
1685,vrushbhmuthalvm19 April 2022,Excellent experience in this movie.. hat's off director,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1686,sauravdadu21 April 2022,Fantastic,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1687,mailskrishna-2996619 April 2022,Just one word epic,"The best ever sequel. A sequel better than the 1st. The best 1 and 2. Movie making at its best. The best ever direction, performance, screenplau, editing. Will be waiting for chapter 3. Saw it 4 times till now and wanting to see many more times.",10-Oct,10,,,,,,,,,,
1688,adarshskumar-2565919 April 2022,"Story, script, screenplay cannot be compared to any other movies. Best of all time.",Flim genre - mass thriller musical entertainer. Visual enhanced movie always have best VFX work. Songs and bgm elevate the movie to next level.,10-Oct,10,,,,,,,,,,
1689,rehannmd19 April 2022,World Best Movie,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1690,ankitjatt-1305612 May 2022,It kept the promise that it made,"It was one of the best movie that i ever seen. Its suspense scene awere wonderfull, the movie is full of suspense and that is what a viewer needs. Sound,camera angles,screenplay,direction,all were amazing. And how i forget about ROCKINGSTAR YASH his acting was amazing. His emotions really gives you goosebumps At the end i must say that you must watch this movie, because it is not only a movie, its an emotion..",10-Oct,10,,,,,,,,,,
1691,rajivpati-9513020 April 2022,Bommm💥,"Words less movie 💥😶, amazing performance, action, drama, suspence and the climax was so nice , love to see the movie....plz go and watch the movie in our nearest theater's 👏🏻",10-Oct,10,,,,,,,,,,
1692,manju-2504120 April 2022,Great movie,"Must watch movie. Great acting, blockbuster, emotionally connects, great screenplay and editing, and good story and fantastic experience overall. Great direction by Prashanth Neel. YASH rocks.",10-Oct,10,,,,,,,,,,
1693,rahulsolankirs-6384520 April 2022,Best movie I have ever seen.,"This movie give goosebumps like no other. The dialogue, Action, Story and on the top yash screen presence it's above the all. Indian cinema needs more masterpiece like this.",10-Oct,10,,,,,,,,,,
1694,maheshvamshi-2499120 April 2022,Blockbuster :),"Cinematography and direction is awesome..! Action sequences, bgm and emotions are very well shown Overall an fantabulous theatrical experience..!",10-Oct,10,,,,,,,,,,
1695,kanhaiyabhandari-4799320 April 2022,This is movie is ⚡⚡🔥⚡⚡,"Best in history of indian cinema. Now we are coming on track to fight Bollywood, bhai ye movie paisa wasool movie thi. Ab ye movie meri favourite hai, bus abhi KGF chapter 3 ki waiting hai.",10-Oct,10,,,,,,,,,,
1696,ashokatptcompany20 April 2022,SANJAY DUTT SHOULDN'T AS VILLIAN,"THE MOVIE WAS A MASTERPIECE THAN EVER. BUT MANY OF PEOPLES ADMITS THAT SANJAY DUTT WASN'T SO MUCH HILLAIRING AS A VILLIAN . THERE SHOULD BE A SOUTH INDIAN ACTORS AS VILLIAN WHICH ARE PREFFERED FOR COMMANLY SUITS. THREATENING VOICE AND ACTING , ACTION & PERSONALITY FOR EXP. BAHUBALI VILLAIN TYPE CHARACTER.. AFTER ALL ARE VERY GOOD.",08-Oct,8,,,,,,,,,,
1697,raghuwanshir-3224720 April 2022,What action for villain,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1698,yatishverma-9289420 April 2022,Dangerous ROCKY BHAI.......!!!!!!,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1699,msdmsd-3346920 April 2022,KGF king Rocky Bhai,"Mass, Action, extravaganza. Every scene has been sculptured. Credits to the team and prasanth Neel sir. Best part 2 film.🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥",10-Oct,10,,,,,,,,,,
1700,faizmailme20 April 2022,"wonderful movie,,,,,,,, amazing theatre experience i have ever had","Amazing movie,,,,,, what a storyline witten,,,,,hollywood level....... must watch movie...... i loved part 1 and 2 is also amazing and i love those scenes where his mom and her wish guides him through out his journey towards greatness and success.",10-Oct,10,,,,,,,,,,
1701,dev-3006120 April 2022,Kgf review,No stars can define this movie.... absolutely awesome .....must watch for everyone in theaters only....you will regeret if you not watch this movie in theater... #blockbuster.,10-Oct,10,,,,,,,,,,
1702,rathorekushal-0222120 April 2022,Masterpiece,"Brilliant direction by prashant neel, cinematography, story, twist, songs, not even single boring season, every scene deserved a clap n shout.",10-Oct,10,,,,,,,,,,
1703,rambasak20 April 2022,Nice,"Nice , great Film 🎥 Rocking Star Yash look , acting is very good , very good film 🎥 climax is awesome . Andhera and Rocky fight like Thanos and iron man fight.",10-Oct,10,,,,,,,,,,
1704,yourrealtorhardev20 April 2022,Too loud,"Not as good as expected. Got bored and left. The sound was deafening. The action was not clear. Editing was very poor. The cinematography was its biggest strength. Prakash raj, Raveena tandon, Sanjay and Yash justified the role. Srinidihi was wasted. Not her fault. Overall, whatever I saw of movie, it was all noise. Commercially it will do well.",06-Oct,6,,,,,,,,,,
1705,abhishekh-2558320 April 2022,KFI PRIDE,"Before kgf 2 everyone were thinking that kanada industry is too small and they can't make big number in market wise business n all, But now kgf 2",10-Oct,10,,,,,,,,,,
1706,arfathh-5035920 April 2022,SUper Super Super !!!!!!!!!,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1707,devs-2015121 April 2022,Best movie ever,"I would just say one thing, go watch it now if you haven't watched it yet and if you don't watch movies then also go and watch this , it will not disappoint you. One thing I wanna say is ""This is the best movie I've ever seen""🔥🔥",10-Oct,10,,,,,,,,,,
1708,hridoydev-8024421 April 2022,Rocky bhai 🔥🔥🔥💗💗,This is the awesome movie..Every character is played by awesome role in this movie.. Prashanth neel sir doing the greatest work of him life... Yash is the boss of india and also ceo.. His a monster of box office collection.. Salam Rocky bhai 🔥🔥🔥,10-Oct,10,,,,,,,,,,
1709,rahulvr-4113821 April 2022,The best 2nd part of a movie,Onnum parayanilla Avasanam movie kandu erankumbol cheriya vishamam undakum pakshe priyadarshan nte cinema pole alla much better alla best ending for a character.,10-Oct,10,,,,,,,,,,
1710,thenitinkumarsmail21 April 2022,Rocky Rocks.....,KGF is the master piece of the Indian Cinema.,10-Oct,10,,,,,,,,,,
1711,srmilon21 April 2022,Best Action Movie Of The Year,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1712,shreyankchandu21 April 2022,Monstrous,"The blood-soaked land of Kolar Gold Fields has a new overlord now, Rocky, whose name strikes fear in the heart of his foes. His allies look up to him as their Savior, the government sees him as a threat, and his enemies are clamouring for revenge.",10-Oct,10,,,,,,,,,,
1713,chanduloharcl21 April 2022,super hit movie,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1714,jvpkxzvsn22 April 2022,Best movie,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1715,bhatzubair22 April 2022,A movie of an emotion,"The story of this movie is a masterpiece, not only because this is an action movie, this is a movie related to emotions, it shows how a strong relation can bring a human to cross all the miseries. Yash in this movie is a son who is influenced by his mother, he did all the things that her mother wanted. This is what i like the most in this movie. One should not motivate himself because of its action but yes because of its base and that are his mothers words that bring him to rule over all the pesimistic people. Yes it is a fiction but it is a moral...",10-Oct,10,,,,,,,,,,
1716,ansahnidsuapple22 April 2022,Dark Blockbuster,"This Movie is so Awesome that it's very hard to believe that, its a Kannada Film.",10-Oct,10,,,,,,,,,,
1717,mjbhat22 April 2022,Hat's off,I have never seen this type of movie in my life eagerly waiting for part 3 yash has given electrifying performance and also sanjay dutt i think this movie is out of this world it should cross 2500 crores.,10-Oct,10,,,,,,,,,,
1718,Mononesh_Das11 May 2022,power pack film in Indian cinema,"Very nice movie. One of the most Power pack movies in India. Extreme excitement in every moment, which is able to delight a viewer.",10-Oct,10,,,,,,,,,,
1719,qmvkkctd22 April 2022,Awesome 🔥,Best movie ever beating bollywood and shattering records love everyone's work. The entry was too awesome. The crowd went mad when seeing Yash entry. The director really gave his heart and soul to make this movie.,10-Oct,10,,,,,,,,,,
1720,gkjahid-9230222 April 2022,Such a good movie,This is the sequel movie. Must watch.,10-Oct,10,,,,,,,,,,
1721,khansiamm22 April 2022,We need kgf chapter 3,I think this will be the break all records all over the india.,10-Oct,10,,,,,,,,,,
1722,rjfahadsk22 April 2022,Super movie,Wow...what a movie...best best best.....indian movie histry its a great movie...i am wateing for the next part....see kgf and review it 10/10.... What a movie boss what a movie...just wow and wow...enjoy with family members.,10-Oct,10,,,,,,,,,,
1723,mehabubt23 April 2022,This Was a amazing movie,KGF Chapter-2 is top Level Movie That's story line is good and action are better than Bollywood movies.,10-Oct,10,,,,,,,,,,
1724,itzvarshaa23 April 2022,THE OUTRAGEOUS MASS FILM,"Such an AMAZINGGG movie! The screenplay, cinematography and literally everything were superb. WAS NOT EVEN BORED FOR A SINGLE SECOND, really entertained the people with fantabulous action scenes, dialogues, emotions and unexpected thoughts and scenes plus the fact that it gave GOOSEBUMPS throughout the movie! THE BEST OF THE ENTIRE INDIAN CINEMA! A BIG ROUND OF APPLAUSE TO THE ENTIRE CREW FOR THE HARDWORK, DEDICATION AND EFFORT THEY PUT IN FOR THE MOVIE TO BE A MASSIVE SUCCESS! Also, not forgetting the songs in the movie such a MASS BOOSTER! AND THE ACTORS GAVE THEIR ULTIMATE BEST TO MAKE IT A WOW-FACTOR MOVIE! CONGRATULATIONS TO ALL AND MAY THIS MOVIE MEET LOTS OF VICTORIES AND AWARDS!",10-Oct,10,,,,,,,,,,
1725,aravinthhr23 April 2022,JUST A BLOCKBUSTER,What a film..perhaps the best film I've seen this year...what a mass !! Rocking start Yash just rocks the screen !!! Goosebumps after Goosebumps. A must watch for all.,10-Oct,10,,,,,,,,,,
1726,vitrodisc23 April 2022,Characters Bigger than screen,"Very well made excellent theatrical action movie. Would say the best Bollywood action movie ever. Prashanth, Yash and everyone on cast have given 101%.",10-Oct,10,,,,,,,,,,
1727,dgabbad23 April 2022,Blockbuster movie. Thrilling experience. Best actor Yash. Super stylish. Worth waiting for such long time. Waiting for next chapter.,Blockbuster movie. Thrilling experience. Best actor Yash. Super stylish. Worth waiting for such long time. Waiting for next chapter. Blockbuster movie. Thrilling experience. Best actor Yash. Super stylish. Worth waiting for such long time. Waiting for next chapter.,10-Oct,10,,,,,,,,,,
1728,rahulratheesh-9581023 April 2022,Violence violence violence I don't like violence i avoid but violence likes me I can't avoid,Do not miss this review. Now this time Not change KGF Hangover i am thrilled . An epic movie . The Rocky the history 👌 awesome movie do not miss this movie KGF is a miracle that only happens once a century. I'm really happy for born this century 😍 climax is just wow 🔥💯,10-Oct,10,,,,,,,,,,
1729,bosenandana23 April 2022,Must sea movie,It is not just a film it is an emotion that never ends.....Hats off creator and actor actress specially Yash every person can relate this emotions with them in their own life. How can a helpless mother create a son who wins the world.,10-Oct,10,,,,,,,,,,
1730,sayanmondal-9291923 April 2022,Chapter 3,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1731,sidvenkey23 April 2022,KGF-2 - A sholay after a sholay,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1732,devanshupandey-1247123 April 2022,Kgf review,Just awesome no words to say. Eagerly waiting for kgf chapter 3. I was the first to book tickets in the cinema hall. I am a very big fan of Rocking Star yash.,10-Oct,10,,,,,,,,,,
1733,ytsqk23 April 2022,THIS IS NOT A MOVIE!!!,This is not a movie. Its entertainment at its finest! Go do yourself a favour and watch it. The lead actor has more charisma in his pinky than most bollywood actors put together. The story is superb. The director is probably one of the finest this country has ever produced. I await Chapter 3 with bated breath.,10-Oct,10,,,,,,,,,,
1734,apoorvdubey-4095224 April 2022,Awesome movie,The movie was thrilling and it was full of action scenes in the whole film I got gusbumps 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 the dialogue were so highly charged this film was a blast this is mare better than he took the time I also loved the charter of Sanjay Dutt as Adheera.,10-Oct,10,,,,,,,,,,
1735,iamgshiva23 April 2022,Excellent Movie,Very quality movie. Every scene is effectively designed. Nowhere from the first scene to the final scene of the film did it hit the bore. The directors contribution to the film is evident in every scene of the film. Another strength of the film is the music director. Kgf is one of my favorite movies.,10-Oct,10,,,,,,,,,,
1736,samanth-0572823 April 2022,Simply amazing and spectacular,"It was just magnificent and the climax was incredible, this movie definitely will break every other movies record made in INDIA!!!!!!!! LOVE YOU YASH.",10-Oct,10,,,,,,,,,,
1737,shreyasbc-9373623 April 2022,Excellent movie,Intriguing story. Good camera work! But dressing could have been better. And also I felt that yash seemed better physically in terms of flexibility when compared to old days. LDSB @89-04-02-02-05.,10-Oct,10,,,,,,,,,,
1738,mmhtdmp23 April 2022,AMAZING MOVIE,"This movie is a perfect example of what a movie should capture. Amazing story line, excellent acting, awesome music.",10-Oct,10,,,,,,,,,,
1739,nuhasahmed23 April 2022,The Best from South India!,Hollywood thrills comes in a deshi way!,10-Oct,10,,,,,,,,,,
1740,mohammadali-3146823 April 2022,Why KGF is best in the league?,"As we see antihero genre has been taking up a hold lately, but why? Answer is, it gives us an amazing dose of action packed sequences, heavy dialogues, protagonists hustle and all this packed with a beautifully written solid story arch which explains that why our antihero acts in a particular way.",10-Oct,10,,,,,,,,,,
1741,nafisnafis-6628424 April 2022,Aag laga di,Im from Bangladesh I wish i could watch this on theatre This is a masterpiece And a full package of entertainment Action thrill KGF universe I enjoyed every second of this movie This movie gives me chills And this proves that you dont need big budget for a big cinema You just need a big vision Any ways im waiting egarly for chapter three And please release it as quick as possible Note : from love angle this movie is just okay. ( i know its not made for romanticism),10-Oct,10,,,,,,,,,,
1742,mybizusername24 April 2022,"A True amalgamation of a great story, action, music and emotions","The K. G. F. Chapter 2 is the type of movie which will surely make you experience the capabilities of Indian Cinema, Do not make mistake of considering this a regional movie, This is a masterpiece of Indian cinema.",10-Oct,10,,,,,,,,,,
1743,harishankarparthipan24 April 2022,Bang for Buck!,"Rocking performance from Yash and Cast, Extraordinary Direction of Prashanth Neel, Stunning visuals by Bhuvan Goda, Marvelous Bgm of Ravi Basrur and Fine Editing by Ujwal Kulkarni",10-Oct,10,,,,,,,,,,
1744,kamalchetry-1285524 April 2022,KGF 2,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1745,rrrickysaini24 April 2022,Amazing Blockbuster,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1746,pinanks-7833124 April 2022,Best Cinematic Experience I ever had,"I really enjoyed every Minute of the Film.... It was full of action drama emotion everything in the movie.... And yash's performance mindblowing & every characters was well explained well set..... And the edit, sound design, cinematography & of course the directions was mindbogling.",10-Oct,10,,,,,,,,,,
1747,eshwarpaidi-0173124 April 2022,Nothing to say,The movie is on a whole another level. I never expected that a film will be like this. The best movie I have ever watched. There are many that makes u to get goosebumps 🔥🔥,10-Oct,10,,,,,,,,,,
1748,keshavkumarsab10 May 2022,Genuine review of kgf chapter 2,It is an action filled movie with rocking star Yash. This will show Salman Khan and all Bollywood bad products of nepotism that where Sandalwood stands.,10-Oct,10,,,,,,,,,,
